trial_id	n	k	a	y	tx	generator_rows	parity_check_rows	max_generated_attempts	run_exhaustive	run_branch	branch_node_cap	branch_time_ms
34	16	11	19	0x2ad7	0x55a7	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
35	16	11	19	0x3ba7	0x574f	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
36	16	11	19	0x4168	0xc168	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
37	16	11	19	0x6406	0xc892	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
38	16	11	19	0x45b6	0xdb6	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
39	16	11	19	0x5422	0x3422	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
40	16	11	19	0x1ea9	0x3d29	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
41	16	11	19	0x317e	0x62de	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
42	16	11	19	0x8a5	0x8a5	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
43	16	11	19	0x4012	0x8026	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
44	16	11	19	0x18c	0x79d	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
45	16	11	19	0x5375	0xd355	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
46	16	11	19	0x4946	0x9266	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
47	16	11	19	0x7504	0xea00	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
48	16	11	19	0x7677	0xee7f	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
49	16	11	19	0x6d58	0xd8a8	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
50	16	11	19	0x6dc7	0xd9c7	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
51	16	11	19	0x21e4	0x43e8	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
52	16	11	19	0x30a9	0x61a9	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
53	16	11	19	0x59af	0xb35d	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
54	16	11	19	0x612	0xc22	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
55	16	11	19	0x65ce	0xa5ce	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
56	16	11	19	0xa74	0x14b4	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
57	16	11	19	0xd5a	0x195a	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
58	16	11	19	0x42b2	0x8530	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
59	16	11	19	0x7eca	0xbd9a	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
60	16	11	19	0x640e	0xd50e	0xe001,0xc802,0x4804,0x2808,0x8810,0x8820,0x8840,0xc880,0xe900,0xba00,0x9400	0xbfe,0x1600,0x2309,0x4187,0x87f3	20000000	1	1	1000000	1500
61	16	11	19	0x521c	0xb438	0xb001,0x8002,0xc804,0x6008,0xc810,0x3820,0x5040,0x8080,0x6100,0x5200,0x2400	0x834,0x1261,0x2529,0x435c,0x8097	20000000	1	1	1000000	1500
62	16	11	19	0x5cfc	0xb9f8	0xe801,0x3002,0x1804,0x4808,0xb010,0x5820,0xb040,0xa080,0x900,0x5200,0x6400	0x92d,0x1276,0x24d3,0x4629,0x80d1	20000000	1	1	1000000	1500
63	16	11	19	0x14cd	0x2db9	0x2801,0x2802,0x3804,0x4008,0xd010,0x9020,0xf040,0x3080,0xb900,0xea00,0x8c00	0xf07,0x11f4,0x23c7,0x4258,0x8770	20000000	1	1	1000000	1500
64	16	12	19	0x2401	0x5401	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
65	16	12	19	0x3697	0x3687	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
66	16	12	19	0x75f2	0xebe2	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
67	16	12	19	0x2f17	0x4e2f	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
68	16	12	19	0x4326	0x8646	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
69	16	12	19	0x4ae3	0x9563	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
70	16	12	19	0x288	0x8098	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
71	16	12	19	0x31c7	0x338e	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
72	16	12	19	0x3e1c	0x741c	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
73	16	12	19	0x5061	0xa061	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
74	16	12	19	0x3de5	0x59e5	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
75	16	12	19	0x109e	0x213e	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
76	16	12	19	0x343b	0x743b	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
77	16	12	19	0x25da	0x4d5a	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
78	16	12	19	0x26a3	0x4ea1	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
79	16	12	19	0x3d51	0x7aa3	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
80	16	12	19	0x4d8e	0x1b8e	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
81	16	12	19	0x76c5	0xedc5	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
82	16	12	19	0x5417	0xa42b	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
83	16	12	19	0x6804	0xeb44	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
84	16	12	19	0xc0e	0x181e	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
85	16	12	19	0x229d	0x453d	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
86	16	12	19	0x3fad	0x1eac	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
87	16	12	19	0x793f	0x527f	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
88	16	12	19	0x529e	0xa61c	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
89	16	12	19	0x73e7	0xa7c7	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
90	16	12	19	0x5b1a	0xb734	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
91	16	12	19	0xcb4	0x14b4	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
92	16	12	19	0x4f44	0x9e04	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
93	16	12	19	0x3768	0x3768	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
94	16	12	19	0x724e	0xe49e	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
95	16	12	19	0x21d9	0x43c9	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
96	16	12	19	0x6000	0x5900	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
97	16	12	19	0x4203	0x8403	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
98	16	12	19	0x7e10	0xfe10	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
99	16	12	19	0x5244	0x8484	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
100	16	12	19	0x723b	0xe23b	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
101	16	12	19	0x5eda	0xf6da	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
102	16	12	19	0x19ba	0x337a	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
103	16	12	19	0x1a15	0x3a15	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
104	16	12	19	0x2f12	0x5e5a	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
105	16	12	19	0x53b0	0x23b0	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
106	16	12	19	0x4f22	0x9a22	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
107	16	12	19	0x28d0	0x51f0	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
108	16	12	19	0x6c9a	0xec9a	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
109	16	12	19	0x5655	0xaca9	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
110	16	12	19	0x2777	0x4eee	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
111	16	12	19	0x4648	0x8c90	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
112	16	12	19	0x3e0f	0x7c5f	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
113	16	12	19	0x5350	0xa6a2	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
114	16	12	19	0x4bee	0x97de	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
115	16	12	19	0x7857	0xf0c7	0x3001,0xc002,0x9004,0xb008,0xa010,0x3020,0x1040,0x8080,0x5100,0x200,0x9400,0x3800	0x1d6d,0x2839,0x4102,0x849e	20000000	1	1	1000000	1500
116	16	12	19	0x20cf	0x19f	0x1001,0xc002,0xe004,0xe008,0x3010,0x3020,0x3040,0x5080,0xb100,0xd200,0x4400,0xe800	0x13f1,0x297c,0x4e8e,0x8b0e	20000000	1	1	1000000	1500
117	16	12	19	0x4bf4	0x93d4	0x6001,0x7002,0x7004,0x2008,0xb010,0x8020,0x4040,0x5080,0xd100,0x9200,0x9400,0xa800	0x1796,0x281f,0x41c7,0x8f30	20000000	1	1	1000000	1500
118	16	12	19	0x5251	0xe271	0x1001,0x2,0xf004,0xb008,0x6010,0x9020,0x5040,0x5080,0x7100,0x5200,0x9400,0x5800	0x1fed,0x211c,0x4bd4,0x842c	20000000	1	1	1000000	1500
